2015-08-27,Brooklyn:36.666666666666664,Manhattan:17.5,Westchester:18.75,Nassau County:27.5,Bronx:30.0,Queens:18.333333333333332,Rockland County:20.0
2015-09-03,Westchester:21.147058823529413,Staten Island:24.104477611940297,Nassau County:27.5,Rockland County:26.11111111111111,Manhattan:25.306451612903224,Bronx:25.10326086956522,Queens:27.357142857142858,Brooklyn:30.03105590062112,New Jersey:37.857142857142854
2015-09-10,Manhattan:53.12211221122112,Brooklyn:29.9625468164794,Queens:30.48469387755102,Staten Island:19.129032258064516,Rockland County:32.0,Bronx:21.49584487534626,Nassau County:33.0,Westchester:26.529411764705884,New Jersey:20.0
2015-12-10,Brooklyn:33.91884057971014,Nassau County:25.555555555555557,Westchester:41.09756097560975,All Boroughs:32.142857142857146,New Jersey:23.75,Staten Island:19.456521739130434,Queens:107.19310344827586,Bronx:23.624703087885987,Manhattan:27.92156862745098
2015-12-17,Bronx:21.181141439205955,Brooklyn:613.1465517241379,Manhattan:45.38709677419355,Queens:29.240506329113924,Nassau County:31.5625,Staten Island:19.591836734693878,Westchester:14.761904761904763,New Jersey:28.0,All Boroughs:27.5,Rockland County:22.0
2015-12-24,Brooklyn:28.571428571428573,Queens:17.5,New Jersey:22.5,Bronx:15.0,Manhattan:20.0
2015-12-31,Brooklyn:31.286231884057973,Queens:32.67175572519084,Bronx:89.06844106463879,Manhattan:52.262773722627735,Staten Island:19.90566037735849,Nassau County:30.0,Westchester:20.869565217391305,New Jersey:15.0,All Boroughs:43.333333333333336
2016-01-07,Brooklyn:35.62373737373738,Bronx:20.350299401197606,Queens:28.036458333333332,Manhattan:162.93421052631578,Staten Island:18.770491803278688,Nassau County:35.0,New Jersey:18.333333333333332,All Boroughs:30.0,Westchester:1304.5238095238096,Rockland County:18.333333333333332
2016-01-14,Rockland County:20.0,Brooklyn:31.250936329588015,Queens:31.440677966101696,Manhattan:35.23809523809524,Bronx:19.042857142857144,Staten Island:21.885245901639344,All Boroughs:26.666666666666668,Nassau County:35.111111111111114,Westchester:17.03125,New Jersey:20.0
2016-01-21,Queens:41.18357487922705,Staten Island:41.35585585585586,Bronx:52.76463700234192,Brooklyn:113.72359154929578,Manhattan:103.47687861271676,Westchester:24.339622641509433,New Jersey:19.375,All Boroughs:26.11111111111111,Nassau County:50.0,Rockland County:40.90909090909091,Connecticut:25.0
2016-01-28,Manhattan:57.18,Bronx:20.59490740740741,Brooklyn:83.8989898989899,Queens:31.428571428571427,New Jersey:22.5,Westchester:22.19298245614035,Staten Island:13.865671641791044,Connecticut:15.0,Rockland County:28.0,Nassau County:25.238095238095237,All Boroughs:26.666666666666668
2016-02-04,Queens:29.167539267015705,Manhattan:56.6359649122807,Nassau County:27.692307692307693,Staten Island:19.25438596491228,Westchester:17.857142857142858,All Boroughs:24.0,Brooklyn:28.297709923664122,New Jersey:32.0,Connecticut:28.333333333333332,Rockland County:53.333333333333336,Bronx:21.656976744186046
2016-02-11,Connecticut:15.0,Rockland County:30.0,Brooklyn:31.18811881188119,Nassau County:26.25,Bronx:20.43243243243243,Staten Island:19.130434782608695,Queens:68.83098591549296,Westchester:19.285714285714285,Manhattan:25.84251968503937,New Jersey:42.5
2016-02-18,Bronx:26.803370786516854,All Boroughs:25.0,Staten Island:15.5,New Jersey:24.0,Brooklyn:143.87029288702928,Queens:34.80451127819549,Manhattan:34.71345029239766,Nassau County:26.875,Rockland County:17.5,Westchester:20.428571428571427
2016-02-25,Rockland County:38.333333333333336,Manhattan:119.44635193133047,Connecticut:20.0,New Jersey:20.0,Bronx:57.62190812720848,Queens:28.958333333333332,Nassau County:31.25,Staten Island:16.863636363636363,Westchester:21.904761904761905,Brooklyn:31.20689655172414,All Boroughs:27.5
2016-03-03,All Boroughs:30.0,Westchester:17.82608695652174,Manhattan:25.455445544554454,New Jersey:26.5,Queens:29.464285714285715,Staten Island:20.20408163265306,Bronx:26.180811808118083,Brooklyn:31.089171974522294,Rockland County:20.0,Nassau County:31.25
2016-03-10,Nassau County:31.5625,New Jersey:19.166666666666668,Manhattan:44.52674897119341,Queens:27.275449101796408,All Boroughs:26.666666666666668,Westchester:17.727272727272727,Rockland County:45.714285714285715,Brooklyn:29.027027027027028,Connecticut:15.0,Bronx:21.689075630252102,Staten Island:16.060606060606062
2016-03-17,Nassau County:26.666666666666668,Westchester:20.975609756097562,Staten Island:17.382978723404257,Connecticut:15.0,All Boroughs:20.0,New Jersey:22.142857142857142,Rockland County:35.0,Bronx:22.28443113772455,Manhattan:23.704663212435232,Brooklyn:29.75840978593272,Queens:28.52755905511811
2016-03-24,All Boroughs:40.0,Brooklyn:31.94871794871795,Queens:32.33050847457627,Staten Island:17.0,New Jersey:30.0,Bronx:19.897959183673468,Manhattan:24.814814814814813,Westchester:21.923076923076923,Nassau County:29.0,Rockland County:30.0
2016-03-31,Rockland County:39.166666666666664,Brooklyn:30.8600583090379,Bronx:17.79608938547486,Manhattan:34.47963800904977,Staten Island:18.40909090909091,Queens:29.97326203208556,All Boroughs:25.0,Westchester:18.875,Nassau County:23.571428571428573,New Jersey:18.571428571428573
2016-04-07,Brooklyn:35.95779220779221,Queens:63.01851851851852,Manhattan:28.29054054054054,Bronx:21.107142857142858,Staten Island:18.195652173913043,Nassau County:30.0,All Boroughs:23.333333333333332,Westchester:18.984375,New Jersey:19.0,Rockland County:23.125,Connecticut:30.0
2016-04-14,Brooklyn:30.5,Staten Island:19.166666666666668,Queens:27.5561797752809,Bronx:18.464646464646464,Manhattan:24.237354085603112,Nassau County:27.083333333333332,Westchester:16.547619047619047,Rockland County:22.5,New Jersey:83.42857142857143,All Boroughs:42.5
2016-04-21,Bronx:18.306306306306308,Brooklyn:32.2,Manhattan:24.1588785046729,Queens:30.281690140845072,Nassau County:19.166666666666668,Staten Island:26.785714285714285,Westchester:20.238095238095237,New Jersey:20.0,Rockland County:25.0,All Boroughs:30.0
2016-04-28,Staten Island:17.422535211267604,Manhattan:27.55607476635514,Westchester:21.228070175438596,Brooklyn:34.35096153846154,Bronx:19.91732283464567,New Jersey:25.833333333333332,Queens:27.467532467532468,All Boroughs:35.0,Nassau County:33.75,Rockland County:22.5
2016-05-05,Manhattan:2026.5771812080536,All Boroughs:34.5,Bronx:20.01186943620178,Brooklyn:30.78688524590164,Westchester:19.71698113207547,Queens:27.62162162162162,Staten Island:19.214285714285715,New Jersey:18.181818181818183,Rockland County:25.0,Nassau County:33.26086956521739
2016-05-12,Rockland County:23.0,Bronx:19.336021505376344,Manhattan:39.95114006514658,Brooklyn:32.41614906832298,Queens:28.104294478527606,Staten Island:23.372093023255815,Nassau County:28.571428571428573,New Jersey:25.0,All Boroughs:31.0,Westchester:21.617021276595743
2016-05-19,Bronx:85.16222760290557,Brooklyn:32.484931506849314,Manhattan:29.444444444444443,Staten Island:19.680851063829788,Queens:27.630769230769232,Westchester:25.755102040816325,Nassau County:31.0,New Jersey:25.0,Connecticut:10.0,All Boroughs:30.0,Rockland County:20.555555555555557
2016-05-26,All Boroughs:27.5,New Jersey:17.5,Nassau County:30.454545454545453,Rockland County:30.0,Manhattan:25.80246913580247,Bronx:20.694444444444443,Staten Island:20.45,Brooklyn:30.884984025559106,Westchester:20.238095238095237,Queens:28.26923076923077
2016-06-02,Brooklyn:29.8,Bronx:20.335276967930028,Westchester:18.979591836734695,Nassau County:25.416666666666668,All Boroughs:33.333333333333336,Rockland County:18.333333333333332,New Jersey:18.333333333333332,Manhattan:25.58712121212121,Staten Island:18.13953488372093,Queens:28.57758620689655
2016-06-09,Manhattan:45.38461538461539,Brooklyn:33.145695364238414,Bronx:20.9572192513369,Queens:27.755102040816325,New Jersey:19.0,Rockland County:20.0,Westchester:18.695652173913043,Staten Island:21.071428571428573,Nassau County:23.333333333333332
2016-06-16,Rockland County:22.5,Bronx:20.12121212121212,Brooklyn:30.887096774193548,New Jersey:17.5,Westchester:16.470588235294116,Connecticut:15.0,Nassau County:32.0,Queens:65.86206896551724,Staten Island:16.5,Manhattan:25.1056338028169
2016-06-23,Staten Island:15.5,Westchester:23.75,Bronx:22.586206896551722,Brooklyn:32.753846153846155,Rockland County:30.0,Nassau County:27.5,Queens:52.48076923076923,Manhattan:31.35593220338983
2016-06-30,Bronx:21.10144927536232,Brooklyn:26.236842105263158,Rockland County:35.0,Queens:26.11111111111111,Westchester:20.5,Manhattan:23.34375,Staten Island:30.0
2016-07-07,Brooklyn:28.829787234042552,Manhattan:24.974093264248705,Queens:29.486725663716815,Staten Island:57.432432432432435,Bronx:22.14814814814815,Rockland County:23.75,Westchester:24.2,Nassau County:32.69230769230769
2016-07-14,Westchester:26.52777777777778,Staten Island:31.555555555555557,Brooklyn:30.432692307692307,Manhattan:40.42081447963801,Nassau County:22.5,Queens:29.347368421052632,Bronx:22.50887573964497,New Jersey:45.0,Rockland County:30.0
2016-07-21,Rockland County:30.0,Brooklyn:29.725274725274726,Westchester:26.61764705882353,Manhattan:30.841409691629956,Bronx:22.53731343283582,Queens:29.142857142857142,Staten Island:29.333333333333332,Nassau County:38.0
2016-07-28,Queens:29.32608695652174,Brooklyn:31.214953271028037,Staten Island:33.07692307692308,Westchester:24.28,Manhattan:32.87777777777778,Bronx:22.890625,Nassau County:25.833333333333332,Rockland County:23.75,All Boroughs:30.0
2016-08-04,Brooklyn:29.102564102564102,Westchester:23.055555555555557,Bronx:20.905982905982906,Manhattan:32.63870967741936,Queens:30.76388888888889,Staten Island:24.666666666666668,Nassau County:27.857142857142858,Rockland County:30.0
2016-08-11,Brooklyn:30.697674418604652,Queens:37.44444444444444,Manhattan:26.933333333333334,Bronx:24.11111111111111,Nassau County:25.0,Staten Island:26.875,Westchester:19.375
2016-08-18,Queens:20.0,Nassau County:30.0,Bronx:45.0,Westchester:20.0,Manhattan:30.0,Brooklyn:37.5
2016-08-25,Brooklyn:20.0,Westchester:24.0,Manhattan:15.0
2016-09-01,Westchester:22.78846153846154,Brooklyn:79.08695652173913,Bronx:19.83783783783784,Rockland County:16.0,Manhattan:26.80851063829787,Queens:29.77777777777778,Nassau County:26.0,Connecticut:30.0,Staten Island:18.333333333333332,New Jersey:32.22222222222222
2016-09-08,Brooklyn:37.626598465473144,Staten Island:20.364963503649633,Queens:27.7429718875502,Manhattan:116.68553459119497,Bronx:76.19408502772643,New Jersey:25.0,Westchester:23.403225806451612,Nassau County:29.029411764705884,Rockland County:32.22222222222222,Connecticut:23.333333333333332,All Boroughs:45.0
2016-09-15,Rockland County:19.055555555555557,Brooklyn:116.74619289340102,Bronx:22.435430463576157,Manhattan:41.21969696969697,Queens:27.589641434262948,Staten Island:17.066326530612244,Nassau County:35.483870967741936,Westchester:26.933333333333334,New Jersey:23.181818181818183,All Boroughs:43.333333333333336
2016-09-22,Brooklyn:33.86153846153846,Manhattan:37.55064935064935,Staten Island:16.71641791044776,Bronx:96.96825396825396,Queens:39.50847457627118,Westchester:24.339622641509433,New Jersey:21.05263157894737,Nassau County:32.52272727272727,Connecticut:17.5,All Boroughs:37.5,Rockland County:29.642857142857142
2016-09-29,New Jersey:1930.7,All Boroughs:45.0,Connecticut:20.0,Queens:27.19327731092437,Brooklyn:32.86476868327402,Staten Island:17.233333333333334,Bronx:22.51951951951952,Manhattan:33.07608695652174,Nassau County:41.111111111111114,Rockland County:31.666666666666668,Westchester:25.25
2016-10-06,Brooklyn:36.642361111111114,New Jersey:20.714285714285715,Nassau County:40.294117647058826,Westchester:25.0,Rockland County:30.0,Queens:29.94871794871795,Staten Island:19.859154929577464,Manhattan:33.64102564102564,Bronx:21.891061452513966
2016-10-13,Nassau County:117.93103448275862,Brooklyn:32.857142857142854,Bronx:22.009124087591243,Rockland County:10.0,New Jersey:19.444444444444443,All Boroughs:35.0,Connecticut:15.0,Staten Island:17.894736842105264,Queens:29.23076923076923,Westchester:25.988235294117647,Manhattan:32.31958762886598
2016-10-20,Westchester:38.445945945945944,Connecticut:15.0,Rockland County:35.714285714285715,Staten Island:18.14516129032258,Bronx:21.17622950819672,Nassau County:35.0,Queens:28.5188679245283,Brooklyn:33.611898016997166,All Boroughs:32.5,New Jersey:18.0,Manhattan:32.49049429657795
2016-10-27,All Boroughs:35.0,Staten Island:20.853658536585368,Bronx:21.137596899224807,Nassau County:37.82608695652174,Queens:29.88768115942029,Westchester:44.666666666666664,New Jersey:36.5,Rockland County:24.5,Brooklyn:168.57142857142858,Connecticut:18.75,Manhattan:29.594202898550726
2016-11-03,Westchester:40.666666666666664,Queens:30.78787878787879,Nassau County:24.583333333333332,Connecticut:17.5,New Jersey:26.53846153846154,All Boroughs:30.0,Rockland County:44.0,Manhattan:28.768115942028984,Bronx:22.272727272727273,Staten Island:21.25,Brooklyn:49.096085409252666
2016-11-10,Rockland County:30.833333333333332,Nassau County:32.5,Staten Island:17.5,Brooklyn:31.782312925170068,Queens:46.544117647058826,Manhattan:28.271375464684017,New Jersey:25.0,Bronx:22.431578947368422,Westchester:42.72727272727273,Connecticut:20.0,All Boroughs:35.714285714285715
2016-11-17,Queens:35.31325301204819,Staten Island:18.674698795180724,Brooklyn:32.80124223602485,Bronx:22.410672853828306,Manhattan:29.41869918699187,Westchester:47.97872340425532,Nassau County:29.545454545454547,New Jersey:28.0,All Boroughs:30.0,Rockland County:32.5,Connecticut:20.0
2016-11-24,Brooklyn:35.61818181818182,Bronx:22.42086330935252,Manhattan:28.087557603686637,Queens:38.14935064935065,Staten Island:21.48148148148148,All Boroughs:35.0,Westchester:45.810810810810814,Nassau County:30.0,Rockland County:31.25,New Jersey:29.166666666666668
2016-12-01,New Jersey:20.0,Connecticut:20.0,Bronx:21.512931034482758,Queens:27.849056603773583,Brooklyn:32.14192139737991,Manhattan:120.0721649484536,Staten Island:30.58823529411765,All Boroughs:50.0,Nassau County:29.41176470588235,Westchester:45.792682926829265,Rockland County:50.45454545454545
2016-12-08,Bronx:21.288782816229116,Brooklyn:29.493927125506072,Staten Island:19.19191919191919,Westchester:42.8448275862069,Manhattan:60.77814569536424,Nassau County:33.5,New Jersey:97.5,All Boroughs:36.25,Rockland County:46.666666666666664,Queens:28.928571428571427
2016-12-15,Staten Island:19.791666666666668,Bronx:23.947488584474886,Queens:45.63070539419087,Brooklyn:24.738963531669867,Manhattan:34.30597014925373,Westchester:41.516129032258064,All Boroughs:36.0,Nassau County:33.56521739130435,New Jersey:39.09090909090909,Rockland County:52.5
2016-12-22,Queens:28.682926829268293,Nassau County:30.0,Westchester:30.0,Brooklyn:23.745454545454546,Manhattan:30.686274509803923,Bronx:249.74576271186442,Staten Island:15.2,All Boroughs:30.0
2016-12-29,Nassau County:35.357142857142854,All Boroughs:40.0,Rockland County:20.0,Staten Island:20.625,Brooklyn:33.03767123287671,Queens:37.527472527472526,Manhattan:31.2,Bronx:23.085714285714285,Westchester:50.357142857142854,New Jersey:21.666666666666668
2017-01-05,Nassau County:29.705882352941178,Rockland County:40.0,Manhattan:36.85795454545455,Queens:32.26819923371647,Staten Island:22.352272727272727,Bronx:70.3236301369863,New Jersey:26.071428571428573,All Boroughs:38.333333333333336,Brooklyn:73.13492063492063,Westchester:45.471698113207545
2017-01-12,All Boroughs:45.0,Rockland County:25.0,Brooklyn:28.992172211350294,Bronx:24.816777041942604,Staten Island:24.553571428571427,Westchester:46.145833333333336,New Jersey:32.666666666666664,Queens:40.342465753424655,Nassau County:36.25,Manhattan:33.57534246575342
2017-01-19,Brooklyn:35.801512287334596,New Jersey:21.875,Queens:57.6551724137931,Bronx:24.746503496503497,Staten Island:25.642857142857142,Nassau County:33.6,Manhattan:59.87301587301587,Westchester:48.666666666666664,Rockland County:20.0
2017-01-26,Westchester:46.95918367346939,Nassau County:30.192307692307693,New Jersey:24.23076923076923,All Boroughs:30.0,Rockland County:38.333333333333336,Connecticut:19.166666666666668,Bronx:26.967032967032967,Staten Island:29.057971014492754,Brooklyn:28.805194805194805,Queens:30.7,Manhattan:28.18840579710145
2017-02-02,Queens:31.84234234234234,Staten Island:27.155172413793103,Brooklyn:49.99724517906336,Manhattan:27.699404761904763,Bronx:23.737179487179485,New Jersey:16.2,Westchester:46.875,Nassau County:32.36842105263158,Connecticut:21.428571428571427,Rockland County:46.666666666666664
2017-02-09,Bronx:26.20886075949367,Staten Island:25.086206896551722,Manhattan:246.74193548387098,Queens:47.79716981132076,New Jersey:27.77777777777778,Nassau County:39.31578947368421,Westchester:41.19047619047619,Rockland County:45.0,Connecticut:32.5,Brooklyn:113.61477572559367
2017-02-16,Bronx:23.0327868852459,Staten Island:24.772727272727273,Brooklyn:31.715976331360945,New Jersey:28.0,Queens:30.29850746268657,Manhattan:26.529411764705884,Nassau County:41.25,Westchester:54.0,Connecticut:22.5,Rockland County:17.5
2017-02-23,Brooklyn:32.8860294117647,Bronx:26.06711409395973,Westchester:34.6,Queens:32.816901408450704,Manhattan:29.64179104477612,Staten Island:25.918367346938776,New Jersey:30.416666666666668,Nassau County:34.61538461538461,Connecticut:17.5,All Boroughs:40.0,Rockland County:55.0
2017-03-02,Queens:103.58219178082192,Manhattan:28.977695167286246,Bronx:22.07506053268765,Nassau County:46.666666666666664,Westchester:45.794871794871796,Connecticut:15.0,Rockland County:20.0,New Jersey:30.555555555555557,All Boroughs:40.0,Brooklyn:29.796238244514107,Staten Island:25.81081081081081
2017-03-09,Westchester:57.666666666666664,Manhattan:36.674528301886795,Queens:37.56497175141243,Bronx:31.01152073732719,Staten Island:26.066666666666666,Brooklyn:59.572784810126585,Nassau County:44.285714285714285,New Jersey:25.0,All Boroughs:30.0,Rockland County:60.0
2017-03-16,Brooklyn:37.14043583535109,Manhattan:28.035714285714285,Queens:29.230434782608697,Bronx:24.041459369817577,Westchester:46.0,Nassau County:1074.423076923077,Rockland County:52.5,All Boroughs:22.5,New Jersey:19.545454545454547,Staten Island:24.4811320754717
2017-03-23,Rockland County:43.333333333333336,Connecticut:20.0,Bronx:71.90586145648312,Brooklyn:111.36285714285714,New Jersey:37.5,Staten Island:27.534246575342465,Manhattan:28.205962059620596,All Boroughs:23.333333333333332,Nassau County:44.473684210526315,Westchester:45.370370370370374,Queens:32.54545454545455
2017-03-30,Staten Island:24.76851851851852,Bronx:22.565637065637066,Westchester:43.18181818181818,New Jersey:26.73913043478261,Brooklyn:32.38148984198646,Queens:145.61181434599155,Nassau County:50.333333333333336,Connecticut:17.5,Rockland County:21.666666666666668,Manhattan:52.47804054054054
2017-04-06,Bronx:22.891304347826086,Rockland County:60.0,Brooklyn:31.2751677852349,Nassau County:30.0,Westchester:48.4375,Staten Island:27.037037037037038,Queens:115.82417582417582,Manhattan:26.964285714285715,New Jersey:19.0
2017-04-13,New Jersey:25.0,Rockland County:60.0,Queens:32.42424242424242,Bronx:22.434426229508198,Connecticut:20.0,Westchester:36.73076923076923,Brooklyn:33.48039215686274,Staten Island:27.272727272727273,Nassau County:36.0,Manhattan:28.442622950819672
2017-04-20,New Jersey:26.5625,Brooklyn:93.06818181818181,Nassau County:35.55555555555556,Queens:31.073059360730593,Staten Island:26.38888888888889,All Boroughs:33.333333333333336,Manhattan:53.83642495784149,Connecticut:20.0,Rockland County:52.5,Bronx:24.064965197215777,Westchester:56.101694915254235
2017-04-27,Manhattan:24.712962962962962,Westchester:46.12244897959184,Connecticut:35.0,Nassau County:35.38461538461539,New Jersey:18.636363636363637,Rockland County:30.555555555555557,All Boroughs:20.0,Bronx:23.030732860520093,Staten Island:26.377551020408163,Brooklyn:154.40632054176072,Queens:32.7720207253886
2017-05-04,Connecticut:15.0,All Boroughs:50.0,Manhattan:24.754681647940075,Queens:189.94082840236686,Bronx:25.2734375,Brooklyn:89.0954356846473,Staten Island:29.795081967213115,Westchester:44.0,Nassau County:34.6875,New Jersey:24.0,Rockland County:30.0
2017-05-11,Queens:31.908212560386474,Staten Island:28.268456375838927,Manhattan:68.50722311396468,Nassau County:36.5625,Brooklyn:209.62264150943398,Bronx:23.438330170777988,New Jersey:24.75,Rockland County:25.5,Westchester:40.86206896551724,Connecticut:25.0
2017-05-18,Bronx:22.83848797250859,Queens:30.664451827242527,Brooklyn:34.52235772357724,Staten Island:27.953020134228186,Manhattan:30.237536656891496,Nassau County:38.94736842105263,Westchester:40.24193548387097,New Jersey:25.294117647058822,Rockland County:29.375,All Boroughs:30.0
2017-05-25,Connecticut:20.0,Queens:205.46753246753246,Westchester:40.5,Bronx:23.24396782841823,Manhattan:28.709349593495936,Staten Island:29.019607843137255,Brooklyn:111.00591715976331,New Jersey:23.214285714285715,Nassau County:34.0625,Rockland County:40.714285714285715,All Boroughs:16.666666666666668
2017-06-01,Brooklyn:32.84931506849315,Bronx:23.2367758186398,Manhattan:29.557956777996072,Queens:31.85082872928177,Staten Island:28.75,Westchester:50.44117647058823,All Boroughs:30.0,New Jersey:25.0,Connecticut:20.0,Rockland County:20.0,Nassau County:41.041666666666664
2017-06-08,Nassau County:36.851851851851855,Bronx:25.038961038961038,Brooklyn:127.52669039145907,Queens:31.923076923076923,Rockland County:60.0,Manhattan:52.918552036199095,New Jersey:26.5,Staten Island:28.333333333333332,Connecticut:15.0,All Boroughs:25.0,Westchester:53.28125
2017-06-15,Nassau County:39.04761904761905,All Boroughs:30.0,Westchester:37.5,New Jersey:30.833333333333332,Queens:30.0,Brooklyn:31.40776699029126,Staten Island:27.708333333333332,Bronx:24.87853107344633,Manhattan:28.16628701594533
2017-06-22,Staten Island:27.43243243243243,Rockland County:15.0,Manhattan:27.37051792828685,Bronx:26.610169491525422,Nassau County:27.5,Queens:27.58823529411765,New Jersey:23.75,Brooklyn:33.78531073446328,Westchester:72.0
2017-06-29,Manhattan:29.90909090909091,Connecticut:45.0,Nassau County:30.0,New Jersey:45.0,Queens:33.57142857142857,Bronx:25.26923076923077,Brooklyn:34.78378378378378,Staten Island:29.09090909090909,Rockland County:30.0,Westchester:31.875
2017-07-06,Brooklyn:31.90909090909091,Staten Island:48.18181818181818,New Jersey:45.0,Nassau County:26.53846153846154,Queens:178.0188679245283,Westchester:30.892857142857142,Rockland County:9045.0,Bronx:171.4354066985646,Manhattan:29.821428571428573
2017-07-13,Queens:34.53125,Manhattan:30.0,Nassau County:26.875,Rockland County:25.0,All Boroughs:25.0,Bronx:24.633540372670808,Staten Island:29.583333333333332,Brooklyn:26.39097744360902,Westchester:28.166666666666668
2017-07-20,Staten Island:29.09090909090909,New Jersey:25.0,Rockland County:30.0,Brooklyn:26.76,Queens:29.8,Manhattan:42.7972027972028,Nassau County:29.09090909090909,Bronx:29.539473684210527,Westchester:73.875
2017-07-27,Manhattan:27.642857142857142,Brooklyn:30.0,Westchester:26.162790697674417,Bronx:26.121794871794872,Staten Island:26.813953488372093,Queens:33.170731707317074,Nassau County:32.0,Rockland County:30.0
2017-08-03,Westchester:32.857142857142854,Staten Island:23.235294117647058,Manhattan:26.328125,Bronx:23.957142857142856,Queens:30.161290322580644,Brooklyn:28.660714285714285,New Jersey:45.0
2017-08-31,Manhattan:38.86363636363637,Brooklyn:34.666666666666664,Queens:36.42857142857143,Westchester:35.0,New Jersey:41.25,Nassau County:27.5,Bronx:23.571428571428573,Rockland County:45.0,Staten Island:20.0,Connecticut:15.0
2017-09-07,Brooklyn:38.97506925207756,Manhattan:43.06542056074766,Westchester:34.46808510638298,Bronx:29.651162790697676,Queens:46.22950819672131,Staten Island:37.758620689655174,Rockland County:35.0,New Jersey:56.8421052631579,Nassau County:33.75
2017-09-14,Manhattan:45.15094339622642,Queens:39.33673469387755,Brooklyn:38.14496314496314,Staten Island:39.7265625,Bronx:28.50383631713555,Westchester:48.80952380952381,Nassau County:38.333333333333336,All Boroughs:48.0,New Jersey:58.333333333333336,Rockland County:37.5,Connecticut:30.0
